,F1_S1,F1_S2,F2_S2,LPC_Coefficient2,LPC_Coefficient5,LPC_Coefficient8,LPC_Coefficient10,LPC_Coefficient11,LPC_Coefficient14
61,0.011719,0.011719,0.03125,-0.22563000000000002,0.013847,0.056313,0.030524000000000003,0.027953,0.010422
62,0.0078125,0.015625,0.0,-0.35403,0.062035,0.14540999999999998,0.065387,0.06991900000000001,-0.028589999999999997
63,0.023438,0.011719,0.03125,-0.66508,0.26750999999999997,0.035435,-0.026229000000000002,-0.07572999999999999,-0.029213
64,0.0078125,0.015625,0.015625,-0.35911,0.039846,0.07845,0.068651,0.021741,0.11202999999999999
65,0.023438,0.039062,0.023438,-0.61751,-0.0062968,0.078325,0.032857,0.012384000000000001,-0.0011499000000000001
66,0.015625,0.0078125,0.019531,0.24148000000000003,0.28245,0.34044,0.09928200000000001,-0.080398,0.051927999999999995
67,0.011719,0.0078125,0.0078125,0.039056,-0.16452,0.19913,0.14177,0.029818,0.12531
68,0.0078125,0.011719,0.021484,0.13454000000000002,-0.082707,0.22676999999999997,0.035312,0.04929,0.058697000000000006
69,0.0078125,0.019531,0.015625,0.32056,-0.10989000000000002,-0.048826999999999995,-0.033341,0.12645,-0.11484000000000001
70,0.015625,0.0078125,0.0039062,0.57293,-0.12172999999999999,0.5093,0.29315,-0.022525999999999997,0.16225
71,0.009765600000000001,0.015625,0.03125,-0.10490999999999999,0.050602,0.045860000000000005,0.079033,0.076576,-0.054787
72,0.005859399999999999,0.023438,0.015625,-0.23635,-0.0035406999999999995,0.19802999999999998,0.19325,-0.025720999999999997,0.015577
73,0.011719,0.015625,0.011719,3.4985,5.8095,4.9006,3.0269,2.0989,0.30544
74,0.011719,0.015625,0.011719,3.2477,5.7682,5.2158,3.4582,2.5327,0.5107
75,0.011719,0.0039062,0.0078125,-0.066854,-0.09235299999999999,0.067869,0.095512,-0.009085700000000002,0.066926
76,0.015625,0.015625,0.027344,-0.06362999999999999,0.24833000000000002,0.096858,0.15813,0.097372,0.031800999999999996
77,0.015625,0.023438,0.011719,-0.1359,0.072171,0.15205,0.098355,0.074893,0.034495
78,0.015625,0.011719,0.035156,0.29503,-0.028952,0.010801,0.042329000000000006,0.052368,0.053842999999999995
79,0.015625,0.015625,0.0078125,0.070332,-0.010277,-0.0099176,-0.0027651,0.11495,0.073108
80,0.015625,0.023438,0.015625,-0.25315,0.085225,0.093313,0.061301,-0.010877,0.027893
81,0.0039062,0.0078125,0.015625,0.39666999999999997,0.21602,0.14365999999999998,0.096567,0.06519900000000001,0.055713
82,0.011719,0.011719,0.015625,-0.07734400000000001,0.037256,0.077227,0.074049,0.034252,0.044047
83,0.0039062,0.0078125,0.03125,-0.0034485999999999996,0.14349,-0.0029866999999999997,-0.047256,0.095126,-0.0038774
84,0.011719,0.011719,0.054688,-0.18761,0.094826,0.052757000000000005,0.031863,0.02505,0.03391
85,0.0078125,0.015625,0.0078125,0.087372,0.0095051,0.16011,0.018958000000000003,0.037943,0.036124
86,0.027344,0.011719,0.023438,-0.40843,0.10138,0.047008,-0.025323,0.078362,0.040128
87,0.0078125,0.009765600000000001,0.03125,-0.008874799999999999,-0.0030439,0.081321,0.074021,-0.037774,0.062013
88,0.0078125,0.009765600000000001,0.03125,2.1647,3.5007,3.3461,2.469,1.8897,0.46066999999999997
89,0.015625,0.023438,0.0078125,-0.29239,0.08219,0.012318,-0.034892,0.065454,0.062669
90,0.0078125,0.015625,0.015625,-0.32791,-0.049139999999999996,0.067946,-0.05376,-0.0072652,0.041554
91,0.011719,0.015625,0.0078125,0.10764000000000001,0.01766,0.13089,-0.0202,0.047162,-0.013686000000000002
92,0.0078125,0.013672,0.019531,-0.012725,0.062544,0.15203,0.059599,0.042504,0.072179
93,0.015625,0.015625,0.039062,0.19235,0.023739,0.11907999999999999,0.052440999999999995,0.049431,0.06744299999999999
94,0.0078125,0.03125,0.015625,-0.02126,-0.025263999999999998,0.07082999999999999,0.0005917,0.043479000000000004,0.035339999999999996
95,0.0078125,0.0078125,0.015625,-0.19055,0.04849,0.080565,0.066567,-0.016329,0.034414
96,0.011719,0.0078125,0.015625,-0.14800000000000002,0.090135,0.049484,0.041454000000000005,0.0077244,0.028768000000000002
97,0.011719,0.015625,0.015625,0.16563,0.026451,0.12505,0.15297,0.031255,-0.041210000000000004
98,0.013672,0.015625,0.015625,-0.14723,0.041246,0.065621,0.035117,0.047864,-0.012771
99,0.017578,0.015625,0.015625,-0.017440999999999998,0.21733000000000002,0.042013999999999996,0.02167,-0.015642,0.054314
100,0.0039062,0.011719,0.005859399999999999,-0.22351,0.00042045,0.039221,0.07347000000000001,0.011692000000000001,0.020619
101,0.015625,0.011719,0.017578,-0.14034000000000002,0.071467,0.063639,0.024193,0.025228999999999998,0.037991000000000004
102,0.0078125,0.03125,0.0078125,-0.17135,0.045335,0.07095,0.10675,-0.059955999999999995,0.027361
103,0.015625,0.015625,0.0,-0.18862,0.080221,0.047705000000000004,0.065421,-0.0014508,-0.013897
104,0.015625,0.015625,0.0,2.6529,3.7187,2.8687,1.8837,1.3662,0.25475
105,0.015625,0.015625,0.0078125,-0.37213,0.1065,0.097742,0.22133000000000003,-0.16951,-0.026338
106,0.0078125,0.011719,0.03125,0.31389,0.08212699999999999,0.056010000000000004,0.068957,0.0426,-0.015521
107,0.011719,0.011719,0.03125,0.090455,0.011948,0.059313,-0.046135,0.043909,0.089414
108,0.03125,0.011719,0.023438,-0.078598,0.05424299999999999,0.01365,0.051380999999999996,0.0077403,0.025197
109,0.011719,0.015625,0.0078125,-0.11949000000000001,0.09693500000000001,0.037866000000000004,0.10278,-0.0097651,0.039111
110,0.011719,0.015625,0.0078125,2.9985,4.4431,3.3028,2.0767,1.5301,0.22146999999999997
111,0.011719,0.011719,0.039062,-0.019239,0.071532,0.07625499999999999,0.13547,-0.08064199999999999,0.055038
112,0.0078125,0.0078125,0.023438,-0.2474,0.024231,0.038529,-0.0077694,0.0056064999999999995,0.078342
113,0.0078125,0.011719,0.03125,0.32748,-0.012581,0.053126,-0.06147999999999999,-0.015316,-0.022805000000000002
114,0.0078125,0.0078125,0.0078125,-0.08853899999999999,0.027797000000000002,-0.031356999999999996,0.13671,0.06954199999999999,-0.020709
115,0.009765600000000001,0.0078125,0.019531,-0.15857000000000002,0.064345,0.08103300000000001,0.076499,-0.055371000000000004,0.084453
116,0.0039062,0.0078125,0.0019531,-0.13805,-0.04052,0.041962,-0.030406,0.12946,0.074788
117,0.0078125,0.019531,0.0078125,0.045547000000000004,0.122,-0.049955,-0.032668,-0.0015947000000000001,0.0093618
118,0.015625,0.015625,0.0078125,-0.38299999999999995,0.16692,-0.042454,0.0084634,0.027157999999999998,0.026182
119,0.015625,0.015625,0.0078125,-0.42346000000000006,-0.026373,0.10255999999999998,-0.017789,0.019119,0.069583
120,0.0078125,0.0078125,0.0078125,-0.57627,0.098315,-0.066636,0.048320999999999996,-0.020437,-0.013380000000000001
121,0.0078125,0.0078125,0.015625,-0.13987,0.068047,0.11504,0.062793,0.022858,0.027222000000000003
122,0.019531,0.017578,0.0078125,-0.52357,-0.21625,0.23554,-0.059989,0.076488,0.13860999999999998
123,0.011719,0.011719,0.015625,0.34573000000000004,-0.015583000000000001,0.035028,0.14435,-0.0056048,0.088568
124,0.009765600000000001,0.0078125,0.046875,-0.12029000000000001,0.066077,0.045611,0.032306,-0.0015543,0.0051038
125,0.013672,0.0078125,0.03125,-0.23764000000000002,-0.019615,0.10462,0.1522,-0.03801,0.01737
126,0.015625,0.019531,0.046875,-0.21391,0.074514,0.054497000000000004,0.088273,0.11367999999999999,0.058130999999999995
127,0.011719,0.009765600000000001,0.0078125,-0.42295,0.10547000000000001,0.04507,0.092834,0.10303,0.012367
128,0.0078125,0.0078125,0.046875,-0.16172999999999998,-0.041095,0.041714999999999995,-0.06487000000000001,0.17125,-0.037384
129,0.015625,0.0078125,0.019531,0.046126,-0.062989,0.16151,0.028000999999999998,0.032723,0.013541
130,0.0039062,0.015625,0.015625,-0.21469000000000002,0.052066999999999995,0.092114,0.061690999999999996,-0.025185,0.0034786
131,0.011719,0.011719,0.0078125,-0.41813,0.031069,-0.15977,0.19944,0.087463,0.10989000000000002
132,0.0078125,0.011719,0.015625,0.060743,0.030999000000000002,0.16608,0.10324000000000001,0.0672,0.024786000000000002
133,0.015625,0.011719,0.03125,-0.009129700000000001,-0.10834,0.14962,0.079113,0.034638,0.006843800000000001
134,0.015625,0.046875,0.027344,-0.30485999999999996,0.07557799999999999,0.076403,0.052876,-0.013231999999999999,0.047399000000000004
135,0.015625,0.015625,0.0078125,0.17221,0.0416,0.1277,-0.010253,-0.022017,0.065285
136,0.03125,0.0078125,0.023438,-0.21248000000000003,0.026271,0.07633,-0.013926,-0.0030444,0.05694199999999999
137,0.052734,0.005859399999999999,0.0625,2.4008,4.1185,3.8255,2.7019,2.0437,0.4326
138,0.0078125,0.0078125,0.015625,-0.11610999999999999,0.0037185,0.03232,0.018744,0.045497,-0.0057856999999999995
139,0.015625,0.015625,0.023438,0.032425999999999996,-0.05248099999999999,0.16205999999999998,0.056371000000000004,0.011346,0.019176
140,0.009765600000000001,0.011719,0.015625,-0.077952,0.045509,0.032986,0.018248,-0.022319,0.060191999999999996
141,0.005859399999999999,0.013672,0.023438,-0.025566,0.025568,0.13425,0.08014299999999999,-0.00090063,0.041977
142,0.0078125,0.0078125,0.0039062,-0.10597999999999999,0.015732,0.08936000000000001,0.041879,0.010003,-0.0052475
143,0.0078125,0.0078125,0.027344,-0.11615,0.016647,0.08418400000000001,0.0011436,0.09185800000000001,-0.033434
144,0.011719,0.015625,0.015625,-0.10293,0.025321,0.042541,0.016162,0.032244,0.00084178
145,0.0078125,0.015625,0.011719,0.028839999999999998,0.081564,0.098521,-0.025476,0.093911,0.099262
146,0.0078125,0.015625,0.011719,3.3465,5.3806,4.5723,2.9151,2.0661,0.34915999999999997
147,0.015625,0.011719,0.015625,0.17548,-0.11209000000000001,0.10520999999999998,0.28117,-0.012356,-0.00090341
148,0.0078125,0.023438,0.035156,-0.087349,0.022699,0.070654,0.049633,0.018187000000000002,0.0073765
149,0.011719,0.011719,0.0078125,-0.19708,0.043963999999999996,0.088754,0.022257,0.043128,-0.033326
150,0.015625,0.015625,0.019531,-0.18152000000000001,0.08163200000000001,0.087136,0.037575,0.092399,0.007298600000000001
151,0.015625,0.015625,0.06640599999999999,-0.14882,0.13768,0.10655,0.058496000000000006,0.07431499999999999,0.043552999999999994
152,0.023438,0.019531,0.015625,-0.072675,0.084948,0.074673,0.0134,-0.048764,-0.099004
153,0.0078125,0.015625,0.0078125,0.047349,0.034061,0.10737999999999999,0.082026,0.012673,0.092734
154,0.011719,0.042969,0.015625,-0.1545,-0.007727899999999999,0.15745,-0.00050619,-0.068093,-0.016030000000000003
155,0.015625,0.015625,0.015625,-0.31659,-0.01741,0.25135,-0.045738,0.054242,0.044926
156,0.0078125,0.015625,0.06640599999999999,0.418,0.083069,0.19989,0.16502,0.08085099999999999,0.015757
157,0.015625,0.015625,0.015625,0.20829,0.2139,0.1693,0.016745,0.013907,0.062802
158,0.011719,0.015625,0.015625,-0.095955,0.081482,0.050793,0.16128,0.08130599999999999,-0.012229
159,0.023438,0.015625,0.0078125,-0.048304,0.098588,0.091597,0.036748,-0.030835,0.01
160,0.011719,0.015625,0.03125,-0.12678,0.060320000000000006,0.10695999999999999,0.015818000000000002,-0.043586,0.05298200000000001
161,0.011719,0.015625,0.03125,-0.068536,0.06137000000000001,0.05998200000000001,0.084491,-0.061426999999999995,0.062855
162,0.015625,0.0078125,0.015625,-0.10275,0.095802,0.026831999999999998,0.0096899,0.027194,-0.0059448999999999995
163,0.011719,0.015625,0.0078125,3.7539,6.066,5.2209,3.6394,2.71,0.5554100000000001
164,0.015625,0.011719,0.015625,-0.17138,-0.058774,0.14225,0.099606,0.049313,0.0020551
165,0.011719,0.0078125,0.015625,0.079451,-0.029191,0.10499000000000001,0.11788,-0.032692,0.1187
166,0.015625,0.011719,0.03125,-0.44911999999999996,0.10777,0.021318,0.031669,-0.032357,0.1085
167,0.015625,0.011719,0.054688,-0.14647000000000002,0.028625,0.15245,0.10892,-0.017893,0.12280999999999999
168,0.0078125,0.011719,0.015625,-0.18406,0.012705,0.043316,0.033889999999999997,-0.020024,-0.0016804000000000003
169,0.0078125,0.011719,0.015625,-0.45013000000000003,0.037486,0.15159,0.03347,0.014311,0.051601999999999995
170,0.011719,0.046875,0.03125,-0.094036,0.07001399999999999,0.056634000000000004,0.015366,-0.0023363000000000004,-0.006587300000000001
171,0.011719,0.046875,0.03125,3.0671,4.3553,3.4954,2.5773,1.9991,0.41089
172,0.019531,0.015625,0.015625,-0.11812,0.046201,0.064099,0.03349,0.0034277,0.065288
173,0.015625,0.039062,0.009765600000000001,0.074516,-0.097246,-0.00032388,0.13594,-0.10279,0.016493
174,0.015625,0.019531,0.046875,0.023263,0.095709,0.046234,0.082079,0.10855,0.00015266
175,0.011719,0.015625,0.005859399999999999,-0.21650999999999998,0.081929,0.18674000000000002,0.10144,0.00015826,-0.044942
176,0.011719,0.011719,0.019531,-0.23349,0.038377,0.013041,0.045084,-0.010775,0.029361
177,0.011719,0.011719,0.015625,-0.049816,0.17382,0.24758000000000002,-0.064542,-0.049331,0.0017580999999999999
178,0.015625,0.0078125,0.0,-0.15342,0.086283,0.028977,0.029273,0.029031,0.000726
179,0.019531,0.0078125,0.03125,0.048824,0.033241,0.10909,0.037837,0.05184299999999999,-0.00092477
180,0.0078125,0.023438,0.039062,-0.21176,0.05538,0.057433000000000005,0.029460000000000004,0.0025756,0.06501
181,0.011719,0.015625,0.0039062,-0.34558,-0.008460200000000001,0.10939000000000002,0.00044444,-0.015311000000000002,0.02973
182,0.0078125,0.0039062,0.015625,-0.02288,0.067493,0.12075,0.061114,0.10808,0.034781
183,0.03125,0.015625,0.023438,0.67332,0.15020999999999998,0.12317,0.1925,0.12102,0.10808
184,0.015625,0.015625,0.03125,0.21891,-0.08016000000000001,0.13689,0.088586,0.036788,0.038492
185,0.019531,0.28125,0.28125,0.95806,-0.57706,0.19287,0.066835,-0.14834,0.16236
186,0.0078125,0.0078125,0.0078125,-0.20893,0.024872,0.12329000000000001,0.047992,0.07436,0.077098
187,0.0078125,0.0078125,0.019531,-0.19562000000000002,0.009590999999999999,0.048794,0.026456999999999998,0.019454,0.030514
188,0.011719,0.015625,0.019531,-0.13414,0.099353,-0.029837,0.10503,-0.019459999999999998,0.102
189,0.015625,0.011719,0.0039062,-0.21026999999999998,0.088665,0.029521,-0.0025773000000000003,-0.0028971,0.032589
190,0.015625,0.011719,0.023438,0.21874000000000002,0.069427,0.031147,0.040427,0.022885,-0.043889
191,0.009765600000000001,0.021484,0.005859399999999999,0.045676999999999995,-0.032637,0.12591,0.11604,0.052689,0.041018
192,0.011719,0.017578,0.0078125,0.53584,-0.072264,0.076638,0.0069488,0.059549,0.043345999999999996
193,0.011719,0.015625,0.11327999999999999,0.28634,0.009353499999999999,0.097749,0.08192,0.073775,-0.019721000000000002
194,0.015625,0.011719,0.023438,0.094456,0.070506,0.054299,-0.007143200000000001,0.025596999999999998,0.013758000000000001
195,0.019531,0.0078125,0.015625,0.15656,-0.12815,0.12917,0.14485,-0.049765,0.097092
196,0.015625,0.0078125,0.023438,-0.19119,-0.097723,0.11495,-0.042065,0.1667,-0.13207
197,0.0078125,0.0078125,0.0,-0.14609,0.0051091999999999995,0.081322,0.035312,0.044437,0.062107
198,0.03125,0.03125,0.03125,0.23028,0.13990999999999998,0.18857000000000002,0.07489900000000001,-0.038245,0.11076
199,0.011719,0.0078125,0.03125,-0.045883,-0.061298000000000005,0.12297999999999999,0.022867,0.026695,0.043559
200,0.011719,0.015625,0.0078125,0.41426,0.14543,0.13599,0.067537,0.032763,0.018394999999999998
201,0.019531,0.011719,0.0078125,-0.34743,0.089019,0.08674,0.022393,0.032412,-0.009883
202,0.0078125,0.015625,0.039062,-0.18193,-0.008689,0.15352000000000002,-0.031425,0.067425,0.068215
203,0.011719,0.015625,0.015625,-0.068366,0.03718,0.056290999999999994,0.046201,0.033025,-0.015300999999999999
204,0.015625,0.011719,0.015625,-0.12445,0.038262,0.082899,0.046008999999999994,0.010409,0.0053844999999999995
205,0.015625,0.015625,0.03125,-0.048191000000000005,0.039039,0.12552,-0.0039992,0.078596,0.025575
206,0.011719,0.039062,0.0078125,-0.32428,0.22319,0.021892,-0.05774,0.014083000000000002,-0.020433
207,0.015625,0.015625,0.03125,-0.028901,0.051146,0.09422,0.0098879,-0.028095,-0.0016885000000000001
208,0.011719,0.011719,0.023438,0.31317,-0.006462600000000001,0.15805999999999998,0.061594,0.030889,0.018483000000000003
209,0.0039062,0.015625,0.011719,-0.10365999999999999,0.0072477,0.06834900000000001,-0.006555,0.10008,-0.011465000000000001
210,0.0078125,0.011719,0.023438,-0.0067833,0.039749,0.061996,0.071353,0.015621000000000001,0.042562
211,0.015625,0.0078125,0.03125,0.18202000000000002,-0.041994,0.093929,-0.04096,0.045885,0.005975
212,0.015625,0.011719,0.03125,-0.11663,0.047886,0.046235000000000005,0.012009,0.022892,0.016281999999999998
213,0.0078125,0.0078125,0.015625,-0.34669,0.017991999999999998,-0.03166,0.049567,-0.019083000000000003,-0.016046
214,0.011719,0.011719,0.046875,-0.19760999999999998,0.049097,0.050026,0.050456,-0.025894999999999998,0.026189999999999998
215,0.023438,0.10547000000000001,0.09765599999999999,1.0269,-0.48488000000000003,0.30162,0.044087,0.18771,-0.031523
216,0.023438,0.015625,0.015625,-0.7793899999999999,0.12484,0.00030910000000000003,0.007037399999999999,0.038618,0.060269
217,0.0078125,0.015625,0.0078125,0.025157,-0.0011842,0.10335,0.068961,0.043686,0.046103
218,0.0078125,0.035156,0.039062,0.10715,-0.086371,0.021386000000000002,0.11911,-0.021383000000000003,-0.019203
219,0.015625,0.0,0.0078125,-0.001489,0.2038,0.092767,-0.044448,0.10622999999999999,0.028568
220,0.015625,0.011719,0.03125,-0.20068,0.04317,0.061553,-0.0020085,-0.027325,0.072186
221,0.011719,0.015625,0.0078125,0.1549,-0.086153,0.013385,0.043598000000000005,-6.24e-05,-0.00014228
222,0.009765600000000001,0.015625,0.015625,-0.32727,0.039796,0.06929099999999999,-0.023143,0.19819,0.12603
223,0.015625,0.0078125,0.019531,0.06146,0.19025,0.18875,0.14338,0.017942,0.07800800000000001
224,0.015625,0.03125,0.009765600000000001,-0.36988000000000004,0.099745,-0.015258,0.096933,0.06955700000000001,0.05343200000000001
225,0.0078125,0.011719,0.035156,0.35712,0.16477,0.14564000000000002,0.09414299999999999,0.076611,0.15453
226,0.0078125,0.015625,0.0078125,-0.63693,-0.11022,0.11238,-0.037448,-0.11574000000000001,-0.10751
227,0.0078125,0.015625,0.011719,-0.16807,0.0089347,0.010766,0.075514,0.049581,0.073286
228,0.011719,0.011719,0.046875,-0.11671,0.033557,0.1003,0.04056,0.029188,-0.035826
229,0.011719,0.015625,0.0078125,-0.05119,-0.083426,0.25311,0.18045,0.027973,0.056183000000000004
230,0.011719,0.011719,0.0039062,-0.010898999999999999,0.075196,0.078734,-0.006336199999999999,0.0079964,-0.038699000000000004
231,0.013672,0.015625,0.015625,-0.27589,-0.089634,0.0018658000000000001,-0.039300999999999996,0.14734,0.049514999999999997
232,0.023438,0.0078125,0.019531,-0.4884,0.00092683,0.029033999999999997,0.014421999999999999,0.078811,0.034638999999999996
233,0.019531,0.011719,0.015625,0.053285,0.16906,0.15263,0.047281000000000004,0.055646,0.033922
234,0.0078125,0.019531,0.0078125,-0.12846,0.11018,0.10461,0.036299,0.00807,0.006700399999999999
235,0.015625,0.015625,0.019531,-0.10758,0.022125,0.10415999999999999,-0.013553,-0.023929,0.061109000000000004
236,0.0078125,0.0078125,0.015625,-0.12532000000000001,-0.05724,0.06869700000000001,0.067274,0.046967,-0.030551
237,0.011719,0.015625,0.027344,-0.089365,0.062491,0.017539,-0.0046542,0.036441,0.05124
238,0.011719,0.015625,0.046875,-0.08088,0.2951,0.20763,0.094203,0.04893,-0.0066491
239,0.011719,0.015625,0.015625,-0.35702,0.029806,0.047637,0.086438,0.023505,0.05380599999999999
240,0.0078125,0.011719,0.0039062,-0.19635999999999998,0.017506,-0.055594000000000005,0.075598,-0.00229,-0.067665
241,0.019531,0.015625,0.035156,-0.16612000000000002,0.23043000000000002,0.081229,0.026945,0.014878,0.11488
242,0.015625,0.011719,0.03125,-0.012426999999999999,0.023024,0.16151,0.093819,0.040372000000000005,0.060284000000000004
243,0.011719,0.015625,0.015625,0.029870999999999998,0.0056238,0.031386000000000004,0.070899,0.027311000000000002,-0.030775999999999998
244,0.0078125,0.015625,0.011719,0.20276,0.11624000000000001,0.091007,0.035897000000000005,0.08608400000000001,0.015749000000000003
245,0.005859399999999999,0.0078125,0.011719,-0.28769,0.11313,0.043074,0.026307999999999998,0.06192,0.023747
