,LPC_Coefficient5,LPC_Coefficient2,LPC_Coefficient8,LPC_Coefficient10,F1_S2,LPC_Coefficient7,LPC_Coefficient9,LPC_Coefficient11,LPC_Coefficient12,LPC_Coefficient13,LPC_Coefficient6,LPC_Coefficient4,LPC_Coefficient3,LPC_Coefficient1,LPC_Coefficient14,DecayRatioCycle,F1_S1,F2_S2,LPC_Coefficient15,F2_S1
15,0.0054621,-0.08115,0.10895999999999999,0.011802,0.015625,-0.036433,-0.06869299999999999,-0.0098781,-0.0012219000000000002,0.06388300000000001,0.20786,0.12055999999999999,-0.01935,-0.64195,0.097633,0.010836,0.0078125,0.019531,-0.053505,0.023438
16,0.11225999999999998,-0.05914,0.048025,0.05137100000000001,0.03125,0.023485,0.058428999999999995,0.00040196,0.09598200000000001,0.040141,0.071854,0.097899,-0.08393099999999999,-0.25011,-0.037509,0.015036,0.027344,0.0078125,0.042332999999999996,0.0078125
17,-0.0033985,-0.065719,0.0834,0.0029918,0.011719,0.038482999999999996,0.023652,0.020786000000000002,-0.036931,-0.023451,0.033111,0.059570000000000005,0.16825,-0.6328600000000001,0.018642,0.014934999999999999,0.015625,0.023438,0.05785800000000001,0.0078125
18,-0.07331599999999999,0.30916,0.06442300000000001,-0.041000999999999996,0.015625,-0.061523,0.053679,-0.025518,0.046644,-0.028451999999999998,0.11155999999999999,0.19346,-0.13795,-0.87203,-0.032282,0.006144,0.0078125,0.039062,0.063811,0.015625
19,0.24365,0.034582999999999996,0.02671,0.031684,0.011719,0.082078,0.11821,0.036941,-0.033805,-0.012172,0.072223,0.19638,-0.082604,-0.11255,0.028902999999999998,0.0059683,0.0078125,0.03125,0.083935,0.019531
20,0.015823,-0.14735,0.011379,0.029905,0.015625,0.00055549,0.020322999999999997,0.025436,0.0018154,0.019053,0.055088,0.08169,0.015688999999999998,-0.50437,0.0014272,0.020456000000000002,0.0078125,0.03125,0.006177,0.013672
21,0.038126,0.10920999999999999,0.179,0.22213000000000002,0.0078125,0.024706,0.045785,-0.010581,0.06988899999999999,0.054797000000000005,0.2427,0.39539,-0.051082999999999996,0.20744,0.0053939999999999995,0.007259100000000001,0.011719,0.035156,0.014971,0.025391
22,0.065327,0.50598,0.070855,0.01645,0.039062,0.27123,0.09690599999999999,0.04868,-0.014193,0.055424,0.0090998,0.15233,-0.10755999999999999,-0.26681,-0.022607,0.078593,0.029297000000000004,0.011719,0.036056,0.019531
23,0.0097186,0.26454,0.12118,0.10826,0.09375,0.10636,-0.014744,0.079016,0.17039,0.044654,0.21081,0.23051999999999997,0.0060909,0.14535,0.06849,0.057419000000000005,0.011719,0.046875,-0.047445999999999995,0.035156
24,0.076126,-0.10032,0.04362,0.021523,0.011719,0.06410199999999999,0.044263,0.006675,0.0035746000000000003,0.00023176,0.059660000000000005,0.046155,-0.036139,-0.30093000000000003,0.0094428,0.030139,0.005859399999999999,0.015625,0.046537,0.03125
25,-0.074017,-0.059735,0.15946,0.073904,0.013672,0.060069000000000004,0.096673,0.093805,0.13401,0.1195,0.087976,0.21746,0.13654000000000002,0.17493,-0.012484,0.021725,0.0078125,0.046875,0.067151,0.017578
26,-0.1834,0.45711999999999997,-0.21159,0.013706,0.0078125,0.019006,0.18849000000000002,0.015125999999999999,-0.024595,0.16535,0.20009000000000002,0.11478,0.039582,-0.71854,-0.14049,0.0027311,0.023438,0.023438,0.07666,0.015625
27,0.010532,-0.10482000000000001,-0.033877,0.19303,0.015625,0.27362,0.071142,-0.07281499999999999,-0.035344,0.039915,0.061314,0.13466,0.025979000000000002,0.053224,0.12334,0.069194,0.023438,0.039062,0.01939,0.015625
28,-0.038821,0.33995,0.13402,0.14464000000000002,0.015625,-0.08296,-0.10764000000000001,-0.028314999999999996,0.092298,-0.020933,0.23238000000000003,0.33068000000000003,-0.077311,-0.32164,0.05851900000000001,0.027781999999999998,0.0078125,0.0078125,0.0087279,0.0078125
29,-0.069393,0.51195,0.20243,0.0079104,0.011719,0.08844099999999999,0.20338,0.055640999999999996,0.093365,-0.0084108,0.18937,0.082147,0.033313999999999996,-0.24297,0.058732000000000006,0.018875,0.015625,0.0078125,0.10047,0.0078125
30,-0.0058863,-0.30494,0.15565,0.11055999999999999,0.035156,0.047827,0.022514,0.040934,-0.0012572000000000002,0.027636,0.01728,0.24206,0.29913,-0.20010999999999998,0.038218,0.030322,0.03125,0.0078125,0.026085,0.0078125
31,0.09396,-0.27899,0.088474,0.05354299999999999,0.0078125,-0.037518,0.096417,-0.12205,0.059611000000000004,0.044562,-0.11507,0.25316,0.07822799999999999,-0.4535,-0.043314,0.013314,0.015625,0.019531,0.092305,0.03125
32,0.077963,-0.16162,0.01775,0.089793,0.019531,0.12879000000000002,0.059951,0.050957999999999996,-0.019583,0.083927,0.14651,0.17548,-0.18585,0.25215,0.1105,0.01761,0.035156,0.0078125,-0.023653,0.0039062
33,0.021584,-0.11474000000000001,0.061173000000000005,0.015328999999999999,0.015625,0.032062,-0.00036479,0.024395,0.0010352,0.011265,0.090455,0.12328,0.016913,-0.34460999999999997,0.0056931,0.028191,0.0078125,0.015625,-0.034707,0.0078125
34,0.056663,0.018701,0.022236000000000002,0.060496,0.0078125,0.014681999999999999,0.072978,0.11306,-0.009740799999999999,-0.0069669,-0.013141,0.060971000000000004,0.20683,-0.11399000000000001,0.053388,0.012853999999999999,0.0078125,0.0078125,-0.010657,0.035156
35,0.13083,-0.39323,0.16234,0.11648,0.011719,0.017269,0.033183,0.13183,0.0060396,-0.026474,0.025571,0.49045,0.099415,0.13074000000000002,0.036941,0.053935000000000004,0.015625,0.027344,0.044468,0.0078125
36,0.06540599999999999,-0.10091,0.16249,0.03924,0.0039062,0.06649,0.019921,0.015497,-0.029718,0.052759,0.22765,0.054488999999999996,-0.18979000000000001,-0.044468,0.027752,0.0041581000000000005,0.0078125,0.015625,0.030251,0.0
37,0.036557,-0.33609,0.067925,0.077363,0.015625,0.085274,-0.012084000000000001,0.00070209,0.16669,-0.010514,0.10249000000000001,0.28803,-0.053912,-0.18735,0.010627,0.039833999999999994,0.015625,0.0078125,0.034007,0.015625
38,-0.073291,0.48485,0.29705,0.15659,0.015625,0.020888,-0.013831999999999999,0.00298,0.12912,0.081713,0.2082,0.58828,-0.093683,0.10815,0.16601,0.042877,0.0039062,0.015625,0.027221,0.0078125
39,-0.081815,0.15793,0.26542,0.13245,0.03125,-0.04029,-0.061617,-0.036220999999999996,0.10195,0.02513,0.2847,0.4506,-0.33468000000000003,-0.10329,0.075879,0.031736,0.0078125,0.015625,0.077792,0.0039062
40,0.23697,-0.07337300000000001,0.10182999999999999,0.05956,0.0078125,0.05783200000000001,0.13904,0.0011134,0.14985,0.14814000000000002,0.1409,0.15858,-0.012852,0.4188,-0.020765000000000002,0.018018,0.0078125,0.039062,0.021846,0.0078125
41,0.32918000000000003,-0.38277,0.11964000000000001,-0.010389,0.015625,0.018474,-0.058702,0.021434,0.20175,0.12224000000000002,0.26152,0.30482,-0.33449,0.15205,0.0086223,0.0039266,0.011719,0.03125,-0.092426,0.015625
42,0.046656,-0.27126,0.0044317,-0.0048714,0.015625,-0.033507,-0.0044353000000000005,-0.033681,0.051654,-0.030213999999999998,0.10461,0.12528,0.15153,-0.6057,0.011381,0.013963,0.015625,0.03125,0.040122000000000005,0.023438
43,-0.002732,-0.61173,0.02908,0.033799,0.046875,0.12817,0.056188999999999996,-0.05889400000000001,0.087527,0.13349,-0.011122,0.40312,0.17428,0.16546,-0.03042,0.12583,0.019531,0.005859399999999999,0.023176,0.0078125
44,0.22766,0.18553,0.081177,0.0014229000000000002,0.023438,0.040589,0.15357,0.019356,0.0024993000000000003,0.055969000000000005,-0.0079905,0.064579,0.12988,-0.62238,-0.13344,0.02497,0.03125,0.015625,0.17948,0.015625
45,0.0028426,-0.24101999999999998,-0.20181,0.35946999999999996,0.0078125,0.073787,0.031669,-0.034276999999999995,-0.12094,0.0066091000000000006,0.15888,0.11349000000000001,0.133,-0.31809,0.091698,0.0062744,0.0078125,0.03125,0.08753999999999999,0.0078125
46,1.1447,1.5662,0.81176,0.53389,0.0078125,0.94789,0.6776399999999999,0.46368000000000004,0.31383,0.20048,1.0863,1.2109999999999999,1.4189,1.4211,0.070643,0.7258100000000001,0.23438,0.14453,-0.045699000000000004,0.20312
47,0.015281,-0.14532,0.092021,0.048186,0.0078125,0.066754,0.043526,0.047776,-0.011268,-0.04002,0.07811699999999999,0.024799,-0.028922000000000003,-0.24335,-0.042994,0.0079006,0.0078125,0.023438,0.08363,0.0039062
48,0.10942,-0.13342,0.062366,0.07708999999999999,0.011719,0.086146,-0.0032556999999999994,-0.023028,0.049027999999999995,0.01433,0.08795700000000001,0.13689,0.045566,-0.27908,-0.00044845,0.006765,0.011719,0.0078125,0.0087852,0.011719
49,0.056237,-0.037237,0.068162,0.031299,0.011719,0.064816,0.033712,-0.007035300000000001,0.008974600000000001,0.015022,0.087375,0.090286,0.037741000000000004,-0.26209,-0.027326999999999997,0.0059198,0.015625,0.0039062,0.0034491,0.0078125
50,5.586,3.3966,4.7355,3.222,0.015625,5.2802,4.0454,2.37,1.5389,0.8808299999999999,5.5485,5.2061,4.4764,2.1184,0.41684,0.65885,0.015625,0.015625,0.13573,0.015625
51,0.080404,-0.27543,0.066725,0.085199,0.023438,0.0057482,0.017566,0.12627,-0.088621,-0.038969,-0.0068966999999999995,0.19682,-0.013034,-0.16775,0.081353,0.039258999999999995,0.011719,0.015625,0.0027073,0.0078125
52,0.07975499999999999,-0.18905999999999998,0.018982,0.020572,0.009765600000000001,0.050072000000000005,0.05819,0.016699000000000002,-0.051648,-0.022944,0.06566,0.097544,0.026420999999999997,-0.30503,0.0016989000000000001,0.012087,0.015625,0.017578,0.05482000000000001,0.015625
53,0.0072947,-0.31483,0.066748,0.11996,0.0078125,0.042312,0.0045126,-0.040103,0.037515,0.050802999999999994,0.049191000000000006,0.34358,0.19138,-0.0016621,-0.039922000000000006,0.008497200000000002,0.0078125,0.015625,0.0098522,0.0039062
54,0.060377999999999994,-0.14359,0.10807,-0.038158,0.011719,0.11082,0.047886,-0.08411,-0.045846,0.039386000000000004,0.08927,0.014058000000000001,-0.047553,-0.27938,0.10632,0.02037,0.009765600000000001,0.03125,0.090904,0.019531
55,0.1902,0.47368999999999994,0.16872,0.11678,0.011719,0.13317,0.13781,0.11997000000000001,0.22716,0.17685,0.039731999999999996,0.14379,0.26029,0.61785,0.10955999999999999,0.028337,0.011719,0.019531,0.089456,0.03125
56,0.085939,-0.083844,0.02213,0.040427,0.015625,0.008946700000000002,0.068338,-0.043559,-0.017386000000000002,0.0086665,0.063867,0.055501999999999996,0.026705,-0.37616,0.063958,0.0097292,0.011719,0.0078125,0.124,0.0078125
57,0.1416,-0.15439,0.039331,0.039895,0.0078125,0.036975,0.049069,0.0026465,0.015508000000000001,0.084864,0.10088,0.15479,-0.031800999999999996,-0.13324,0.011699,0.033481,0.0078125,0.015625,0.10396,0.025391
58,0.21461,0.095092,0.008352799999999999,0.20818000000000003,0.023438,0.10722000000000001,-0.076659,-0.057947000000000005,0.031099,0.029575,-0.13821,-0.069749,0.26739,-0.7925,-0.0031094,0.013822999999999998,0.011719,0.0078125,0.021918,0.03125
59,0.15081,-0.15617999999999999,0.15253,0.047757,0.03125,0.046327999999999994,-0.018751,-0.018068999999999998,0.060212,0.01462,0.045427999999999996,0.13731,0.06046699999999999,-0.30833,0.038422000000000005,0.053221000000000004,0.03125,0.042969,0.0021723000000000003,0.015625
60,0.015366999999999999,-0.011000000000000001,0.13492,0.059479,0.0078125,0.102,0.06586399999999999,0.0089899,0.026866,-0.03153,0.11173,0.089379,0.06529299999999999,-0.14458,0.02054,0.0033263000000000004,0.0078125,0.03125,0.031303,0.0078125
61,0.013847,-0.22563000000000002,0.056313,0.030524000000000003,0.011719,0.0088719,0.045182,0.027953,0.036918,-0.026232,0.035739,0.19572,0.044489,-0.47648999999999997,0.010422,0.017621,0.011719,0.03125,0.023555,0.0078125
62,0.062035,-0.35403,0.14540999999999998,0.065387,0.015625,-0.013425,0.09372799999999999,0.06991900000000001,0.015993,0.094826,-0.053291,0.21166999999999997,0.12290999999999999,0.10809,-0.028589999999999997,0.019411,0.0078125,0.0,-0.05811,0.0078125
63,0.26750999999999997,-0.66508,0.035435,-0.026229000000000002,0.011719,-0.086018,-0.0025449,-0.07572999999999999,0.10176,0.16573,0.15571,0.1483,-0.34851,0.066161,-0.029213,0.020383000000000002,0.023438,0.03125,-0.020428,0.0078125
64,0.039846,-0.35911,0.07845,0.068651,0.015625,0.020225,0.069753,0.021741,-0.077045,0.0072959999999999995,0.068936,0.34351,-0.057188,-0.20075,0.11202999999999999,0.022075,0.0078125,0.015625,0.022894,0.0
65,-0.0062968,-0.61751,0.078325,0.032857,0.039062,0.16793,-0.004188600000000001,0.012384000000000001,0.064493,0.066213,0.09437999999999999,0.24981,-0.11010999999999999,0.17605,-0.0011499000000000001,0.04979,0.023438,0.023438,-0.020633000000000002,0.042969
66,0.28245,0.24148000000000003,0.34044,0.09928200000000001,0.0078125,0.060892999999999996,-0.022386,-0.080398,0.060939,0.059957,0.1008,0.16485999999999998,0.054602,-0.010053,0.051927999999999995,0.043573,0.015625,0.019531,-0.010544,0.046875
67,-0.16452,0.039056,0.19913,0.14177,0.0078125,-0.10175,0.12462999999999999,0.029818,0.07309500000000001,-0.025469,0.20184000000000002,0.10855999999999999,0.16683,0.078027,0.12531,0.017345,0.011719,0.0078125,-0.015047,0.027344
68,-0.082707,0.13454000000000002,0.22676999999999997,0.035312,0.011719,-0.06388200000000001,-0.064715,0.04929,-0.0032811,-0.014616,0.3575,0.028133999999999996,-0.4157,-0.12844,0.058697000000000006,0.037948,0.0078125,0.021484,-0.025172999999999997,0.03125
69,-0.10989000000000002,0.32056,-0.048826999999999995,-0.033341,0.019531,0.049751,0.12769,0.12645,-0.10232000000000001,0.040558,0.07636699999999999,0.2392,-0.089276,-0.98715,-0.11484000000000001,0.012968,0.0078125,0.015625,0.15794,0.0039062
70,-0.12172999999999999,0.57293,0.5093,0.29315,0.0078125,-0.22150999999999998,0.12197000000000001,-0.022525999999999997,0.27211,-0.17146,0.26713000000000003,0.40741,-0.018593000000000002,0.15334,0.16225,0.0059207,0.015625,0.0039062,-0.10815,0.0078125
71,0.050602,-0.10490999999999999,0.045860000000000005,0.079033,0.015625,-0.009877799999999999,0.078027,0.076576,-0.022163,-0.027275,0.027468,0.10934,0.03583,-0.41834,-0.054787,0.0083743,0.009765600000000001,0.03125,-0.0017370999999999999,0.015625
72,-0.0035406999999999995,-0.23635,0.19802999999999998,0.19325,0.023438,0.08455900000000001,-0.026976,-0.025720999999999997,0.081191,-0.0034205999999999998,0.20851999999999998,0.24545999999999998,-0.022709,0.27161,0.015577,0.029764999999999996,0.005859399999999999,0.015625,-0.098754,0.013672
73,5.8095,3.4985,4.9006,3.0269,0.015625,5.5673,3.9960000000000004,2.0989,1.3207,0.70612,5.8584,5.3678,4.6042,2.2195,0.30544,0.54433,0.011719,0.011719,0.082978,0.015625
74,5.7682,3.2477,5.2158,3.4582,0.015625,5.7655,4.4078,2.5327,1.7053,0.97788,5.9859,5.2336,4.3888,2.0593,0.5107,0.053399,0.011719,0.011719,0.19844,0.015625
75,-0.09235299999999999,-0.066854,0.067869,0.095512,0.0039062,-0.015968,0.042032,-0.009085700000000002,0.012288,-0.00032564,0.16146,0.32338,-0.0039226999999999995,-0.39243,0.066926,0.0013575,0.011719,0.0078125,-0.06965299999999999,0.019531
76,0.24833000000000002,-0.06362999999999999,0.096858,0.15813,0.015625,0.075054,0.11357,0.097372,0.0636,0.040933,0.23074,0.10905999999999999,-0.2454,0.56153,0.031800999999999996,0.0057664,0.015625,0.027344,-0.005770600000000001,0.0078125
77,0.072171,-0.1359,0.15205,0.098355,0.023438,0.0093509,0.061171,0.074893,0.13223,-0.02428,0.049611,0.16582,-0.25801,0.52222,0.034495,0.024182,0.015625,0.011719,-0.01195,0.025391
78,-0.028952,0.29503,0.010801,0.042329000000000006,0.011719,0.046535,0.1565,0.052368,-0.00015476,0.08456,0.10299000000000001,0.4462,-0.31119,-0.13739,0.053842999999999995,0.015722999999999997,0.015625,0.035156,0.052029,0.015625
79,-0.010277,0.070332,-0.0099176,-0.0027651,0.015625,0.056397,0.009459299999999999,0.11495,0.043883,-0.07120399999999999,0.06980700000000001,0.16909000000000002,-0.10156,-0.6041,0.073108,0.0054881,0.015625,0.0078125,0.00038479,0.023438
80,0.085225,-0.25315,0.093313,0.061301,0.023438,0.031002999999999996,0.012912,-0.010877,0.045456,0.086564,0.040496,0.15515,0.051261,-0.12717,0.027893,0.012968,0.015625,0.015625,0.006187699999999999,0.0078125
81,0.21602,0.39666999999999997,0.14365999999999998,0.096567,0.0078125,-0.0047578,0.18892,0.06519900000000001,0.12650999999999998,0.060485000000000004,0.29223000000000005,0.05507000000000001,0.44351,0.035336,0.055713,0.047341,0.0039062,0.015625,0.016318,0.015625
82,0.037256,-0.07734400000000001,0.077227,0.074049,0.011719,0.06335299999999999,0.053523,0.034252,0.041578,0.045305,0.14028,0.10608,-0.017949,-0.062636,0.044047,0.024507,0.011719,0.015625,-0.0010604000000000002,0.0078125
83,0.14349,-0.0034485999999999996,-0.0029866999999999997,-0.047256,0.0078125,0.07132100000000001,0.079604,0.095126,0.0021664,-0.015092,0.29015,-0.063654,0.18108,-0.22036,-0.0038774,0.023985,0.0039062,0.03125,0.0014208,0.0078125
84,0.094826,-0.18761,0.052757000000000005,0.031863,0.011719,0.050607,0.054404999999999995,0.02505,-0.021734,0.00996,0.072136,0.088386,-0.0017710999999999998,-0.42173999999999995,0.03391,0.029710000000000004,0.011719,0.054688,0.022856,0.0078125
85,0.0095051,0.087372,0.16011,0.018958000000000003,0.015625,0.093817,0.095096,0.037943,0.021896000000000002,0.047327999999999995,0.17952,0.1069,0.067346,0.1356,0.036124,0.013057,0.0078125,0.0078125,0.0599,0.021484
86,0.10138,-0.40843,0.047008,-0.025323,0.011719,0.004838899999999999,0.051294000000000006,0.078362,-0.0032143999999999996,0.036498,0.10995999999999999,0.069536,0.066849,-0.25261,0.040128,0.0074848,0.027344,0.023438,-0.010039,0.015625
87,-0.0030439,-0.008874799999999999,0.081321,0.074021,0.009765600000000001,0.044519,0.047381,-0.037774,0.049524,-0.0037512,0.10785,0.27276,0.098106,-0.42949,0.062013,0.026548000000000002,0.0078125,0.03125,-0.0067464,0.015625
88,3.5007,2.1647,3.3461,2.469,0.009765600000000001,3.5862,2.9530000000000003,1.8897,1.3276,0.8322,3.617,3.2108,2.7141,1.501,0.46066999999999997,0.72175,0.0078125,0.03125,0.14952000000000001,0.015625
89,0.08219,-0.29239,0.012318,-0.034892,0.023438,0.054036,0.087048,0.065454,0.051134,0.017332,0.1196,0.21423000000000003,0.023375999999999997,-0.12111,0.062669,0.0063631,0.015625,0.0078125,0.15463,0.0078125
90,-0.049139999999999996,-0.32791,0.067946,-0.05376,0.015625,-0.081956,0.1155,-0.0072652,0.13987,-0.14665,0.014715,0.2869,0.27113000000000004,-0.69792,0.041554,0.027638,0.0078125,0.015625,0.011886,0.0039062
91,0.01766,0.10764000000000001,0.13089,-0.0202,0.015625,0.017703,0.061071,0.047162,0.034423,-0.03791,0.2283,0.06587799999999999,-0.08293400000000001,-0.18825,-0.013686000000000002,0.030760000000000003,0.011719,0.0078125,0.022243000000000002,0.0078125
92,0.062544,-0.012725,0.15203,0.059599,0.013672,0.015798,0.07881200000000001,0.042504,0.0052832,0.076508,0.091191,0.13396,0.22028000000000003,-0.4077,0.072179,0.019251,0.0078125,0.019531,-0.032517000000000004,0.027344
93,0.023739,0.19235,0.11907999999999999,0.052440999999999995,0.015625,0.10939000000000002,0.085534,0.049431,0.019430000000000003,-0.030827999999999998,0.094769,0.092376,0.051644,-0.27681,0.06744299999999999,0.0029194000000000004,0.015625,0.039062,0.029552999999999996,0.0078125
94,-0.025263999999999998,-0.02126,0.07082999999999999,0.0005917,0.03125,0.11465999999999998,0.051866999999999996,0.043479000000000004,0.022633,0.0025633,0.066258,-0.012997,0.013479,-0.26276,0.035339999999999996,0.024909,0.0078125,0.015625,0.01288,0.019531
95,0.04849,-0.19055,0.080565,0.066567,0.0078125,0.13664,0.041208999999999996,-0.016329,-0.020393,-0.0037933,0.12153,0.090239,-0.29343,0.28245,0.034414,0.014572,0.0078125,0.015625,0.03268,0.013672
96,0.090135,-0.14800000000000002,0.049484,0.041454000000000005,0.0078125,0.04628,0.048116,0.0077244,0.019974000000000002,0.010918,0.078191,0.096312,0.021466,-0.30033000000000004,0.028768000000000002,0.011173,0.011719,0.015625,0.029564,0.015625
97,0.026451,0.16563,0.12505,0.15297,0.015625,0.041711,-0.044582,0.031255,-0.030633999999999998,-0.025193,0.21659,0.21653000000000003,0.10676,0.1138,-0.041210000000000004,0.021318,0.011719,0.015625,-0.022861000000000003,0.0078125
98,0.041246,-0.14723,0.065621,0.035117,0.015625,0.038275,0.051107,0.047864,-0.0046994,0.021272,0.08892,0.050405,-0.044502,-0.25040999999999997,-0.012771,0.045393,0.013672,0.015625,0.032398,0.0078125
99,0.21733000000000002,-0.017440999999999998,0.042013999999999996,0.02167,0.015625,0.014726,0.079328,-0.015642,0.017506,0.07278899999999999,0.3008,0.045153,0.15339,0.40202,0.054314,0.034417,0.017578,0.015625,0.016274,0.0078125
100,0.00042045,-0.22351,0.039221,0.07347000000000001,0.011719,0.013699000000000001,0.021948,0.011692000000000001,0.035362,-0.027652999999999997,0.037165,0.16278,0.040234,-0.42533000000000004,0.020619,0.015143,0.0039062,0.005859399999999999,0.029547000000000004,0.0078125
101,0.071467,-0.14034000000000002,0.063639,0.024193,0.011719,0.057420000000000006,0.07927999999999999,0.025228999999999998,-0.007236199999999999,-0.039932,0.069093,0.059063,0.030895,-0.15086,0.037991000000000004,0.019231,0.015625,0.017578,0.040928,0.011719
102,0.045335,-0.17135,0.07095,0.10675,0.03125,0.054335,0.054897,-0.059955999999999995,0.022059,-0.010716,0.058953,0.053706,-0.025939999999999998,-0.17714000000000002,0.027361,0.053489999999999996,0.0078125,0.0078125,0.047235,0.0078125
103,0.080221,-0.18862,0.047705000000000004,0.065421,0.015625,0.042913,0.008899899999999999,-0.0014508,0.025654000000000003,-0.039202999999999995,0.082054,0.044346,-0.006165100000000001,-0.32804,-0.013897,0.029849,0.015625,0.0,-0.004993699999999999,0.029297000000000004
104,3.7187,2.6529,2.8687,1.8837,0.015625,3.2744,2.3822,1.3662,0.92722,0.54067,3.5689,3.6146,3.2919,1.8077,0.25475,0.68008,0.015625,0.0,0.096175,0.029297000000000004
105,0.1065,-0.37213,0.097742,0.22133000000000003,0.015625,0.040621,-0.024834000000000002,-0.16951,0.10022,0.05764,0.15503,0.085216,0.090158,-0.096201,-0.026338,0.0085134,0.015625,0.0078125,0.13113,0.0039062
106,0.08212699999999999,0.31389,0.056010000000000004,0.068957,0.011719,0.071964,0.13643,0.0426,0.088241,0.066387,0.042480000000000004,0.2934,-0.27673000000000003,-0.12409,-0.015521,0.008996700000000002,0.0078125,0.03125,-0.010981999999999999,0.0078125
107,0.011948,0.090455,0.059313,-0.046135,0.011719,-0.032868,0.09751900000000001,0.043909,0.034149,-0.070386,0.08683400000000001,0.11400999999999999,0.10219,-0.61073,0.089414,0.01694,0.011719,0.03125,0.011156999999999999,0.023438
108,0.05424299999999999,-0.078598,0.01365,0.051380999999999996,0.011719,-0.015527000000000001,0.044723,0.0077403,-0.017723,-0.020316999999999998,0.033137,0.14398,0.041676,-0.42473,0.025197,0.015993,0.03125,0.023438,0.037762000000000004,0.023438
